notes,event_type
"Two shootings took place in Waeng, Waeng, Narathiwat. The incident is thought to be related to insurgent activities. At least one infantry firearm was used. There were 0 injuries and 0 fatalities.",Other
"A bombing took place in Saban, Yaring, Pattani. The incident is thought to be related to insurgent activities. At least one improvised explosive device (IED) was used. There were 5 injuries and 0 fatalities.",Other
"A powerful car bomb ripped through Yala's town centre, injuring at least 18 people. Authorities suspect Malay Muslim militants are behind this latest attack that unleashed a massive fire and wiped out almost an entire block of wooden shophouses in the heart of Yala's Muang district.",Other
"A shooting took place in Kalong, Si Sakhon, Narathiwat. The incident is thought to be related to insurgent activities. At least one infantry firearm was used. There were 0 injuries and 1 fatalities.",Violence against civilians
An assistant village headman was shot dead in an ambush in Narathiwat's Rangae district when militant gunmen hiding in roadside rubber forest attacked him.,Violence against civilians
"A gunfight took place in Bacho district, Narathiwat Province on Feb 12 after a security force (assumed police) trailed a group of militant commandoes that robbed supplies into the mountain range. A militant was found dead at the scene after the 20-minute exchange of fire.",Other
"An unidentified militant was killed in a brief gunfight with policemen (assumed) in Rueso district, Narathiwat Province on Feb 12. No other details were reported.",Other
"A policeman was shot dead near a mosque in Yi-Ngo district, Narathiwat Province on Feb 12 by four men who disguised themselves in traditional dress for a Muslim prayer session, before they shot the policeman and fled on two motorcycles.",Other
"A shooting took place in Tanyong Mat, Ra-ngae, Narathiwat. The incident is thought to be related to insurgent activities. At least one infantry firearm was used. There were 0 injuries and 1 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A search took place in Lubo Sawo, Bacho, Narathiwat. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A search took place in Rueso, Rueso, Narathiwat. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A shooting took place in Yi-ngo, Yi Ngo, Narathiwat. The incident is thought to be related to insurgent activities. At least one infantry firearm was used. There were 0 injuries and 1 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
About 50 Kantharalak villagers strongly voiced opposition to the planned demonstration of the People's Alliance for Democracy (PAD) in the district situated in Si Sa Ket province on the Thai-Cambodian border. They led a rally against the PAD's plan to visit for fear of stirring more chaos.,Protests
"Security troops have shot and killed a fugitive wanted for many security- and militant violence related cases during a gunfight in Pattani's Mayo district on Feb 10. The troops and the suspects exchanged fire, resulting in his death.",Other
"A shooting took place in Phithen, Thung Yang Daeng, Pattani. The incident is thought to be related to insurgent activities. At least one infantry firearm was used. There were 0 injuries and 3 fatalities.",Violence against civilians
"A shooting took place in Tabing, Sai Buri, Pattani. The incident is thought to be related to insurgent activities. At least one firearm of an unknown type was used. There were 0 injuries and 0 fatalities.",Other
About 300 villagers of Phum Srol village marched in protest against the People's Alliance for Democracy's plan to visit them to distribute relief supplies. The villagers blame PAD leaders for causing the clashes between Thai and Cambodian soldiers.,Protests
"A bombing took place in Talubo, Mueang , Pattani, Pattani. The incident is thought to be related to insurgent activities. At least one improvised explosive device (IED) was used. There were 4 injuries and 0 fatalities.",Other
"A search took place in Thanon, Mayo, Pattani. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"In Yala province, two soldiers were wounded in a bomb blast while escorting teachers to a school near Betong District.",Other
One civillian was killed and another was wounded when they were attacked by a gunman on a motorcycle in Yala's Yaha district. Police initially believed the shooting was related to militant violence in the area as the victim had cooperated with government officials.,Violence against civilians
"A search took place in Bukit, Cho-Ai Rong, Narathiwat. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
