notes,event_type
"On Mar 4, anti corruption activists held a Trojan horse during a protest at the Corruption Eradication Commission (KPK) office in South Jakarta protesting the transfer of the Comr. Gen. Budi Gunawan graft case to the Attorney General's Office.",Protests
"On Mar 3, vendors grouped under the Papua Native Vendor Solidarity (Solpap) group staged a rally in front of the Papua Gubernatorial Office in Jayapura town demanding a bylaw to protect native Papuan vendors, principally women, against competition from vendors from outside Papua.",Protests
"On Mar 3, Corruption Eradication Commission (KPK) employees protest outside KPK office in South Jakarta against their leaders' controversial move to transfer the investigation of graft suspect Comr. Gen. Budi Gunawan to the Attorney General's Office.",Protests
"On Feb 27, activists from the Indonesian Migrant Workers Network stage a protest at the Hotel Indonesia Traffic Circle in Central Jakarta calling government to annul a law on protection and placement of migrant workers.",Protests
"On Feb 26, Indonesian students protested outside the Australian Embassy in Central Jakarta against the premier's statement on drug convict.",Protests
"On Feb 24, an alleged motorcycle thief in Pondok Aren, South Tangerang, Banten, south of Jakarta, was burnt to death by an angry mob.",Riots
"On Feb 23, the truck's drivers staged a demonstration in front of the Central Java Gubernatorial office in Ungaran area (Semarang, Central Java), demanding the loosening of the limit of the weighbridge permit for a truck.",Protests
"On Feb 23, in Depok, West Java, a bomb exploded on in a men's toilet. No casualties were reported in the incident. The purpose and actors behind the attack are unknown.",Other
"On Feb 23, around 20 activists of the Association of Indonesian Muslim University Students (KAMMI) staged a protest in the capital of Banda Aceh against the recent comments of Australian Premier Tony Abbott, who condemned the planned executions of Australian drug convicts.",Protests
"On Feb 22, students and activists paint a police post with white paint during a demonstration to save the Corruption Eradication Commission (KPK) at the Hotel Indonesia traffic circle in Central Jakarta.",Protests
"On Feb 20, protesters staged a rally in front of the Malaysian Embassy in South Jakarta to condemn a move by the neighboring country's government to declare lumpia (fried spring rolls) a national dish.",Protests
"On Feb 20, a group of aggrieved Indonesians protested in front of the Malaysian Embassy in Central Jakarta over ownership of the popiah.",Protests
"On Jan 15, an anticorruption activist in Medan, North Sumatra, was shot and wounded by four unidentified persons in front of the house of a colleague in the Permata Hijau residential complex, Martubung, Medan.",Violence against civilians
"On Feb 11, a mob reportedly from four different community organizations confronted the mosque's management in Sentul, Bogor demanding that they remove a banner depicting the words ""Az-Zikra residents against Shia"" which led to a clash.",Riots
"On Feb 9, members of the Srikandi Pekat group staged a demonstration in support of the police at the South Jakarta District Court in Jakarta demanding the court issue its judgment immediately in the police pre-trial challenge to the Corruption Eradication Commission (KPK).",Protests
"On Feb 6, Indonesian Labor Union Confederation (FSMPI) staged protest outside KPK office in South Jakarta against the dispute of National Police and KPK. They support the KPK.",Protests
"On Feb 6, Save Indonesia Alliance staged protest outside KPK office in South Jakarta against the dispute of National Police and KPK. They support the National police.",Protests
"On Feb 5, Around 50 Papuan students affiliated with the Papuan Students and Community Solidarity Forum held a rally in front of the Mandala Monument for West Papua Freedom in Makassar to protest PT Freeport Indonesia (PT FI)'s plan to build a smelter in Gresik.",Protests
"On Feb 4, fishermen participate in a rally in front of the North Sumatra Governor's office in Medan, North Sumatra protesting a new regulation limiting sales of lobsters, mangrove crabs and blue crabs.",Protests
"On Feb 4, a group of students representing the Islamic Students Association (HMI) staged a protest against evictions in front of the Menteng district office in Central Jakarta.",Protests
"On Feb 3, dozens of members of the Muhammadiyah Students Association (IMM) staged a rally at their North Sumatra headquarters in Medan protesting the alleged kidnappings by police officers related to corruption allegations against acting Central Tapanuli regent Syukron Jamilan Tanjung.",Protests
"On Jan 29, protesters rally in front of the regional headquarters of the Indonesian Democratic Party of Struggle (PDI-P) in Yogyakarta calling on the PDI-P to not interfere with how President Joko ""Jokowi"" Widodo runs his government.",Protests
"On Jan 28, hundreds of Indonesian activists - including students, farmers and members of labor organizations - rallied outside the presidential palace in Jakarta to protest the nomination of a corruption suspect to head the national police.",Protests
"On Jan 27, around 150 hotel and restaurant employees, tour guides and those working in the hospitality sector in Lombok, Mataram, West Nusa Tenggara (NTB), took to the streets on in protest at Mataram city hall against ministerial circular banning administrations from holding activities outside their office.",Protests
"On Jan 26, a gunfight between unidentified militants and a joint military and police force occurred in Ratungkaya village, Tangkura subdistrict, South Coastal Poso district, in Poso regency, Central Sulawesi. No fatalities were reported.",Other
"On Jan 25, large number of people protested in Bandung, West Java against the criminal charges laid against Corruption Eradication Commission (KPK) commissioners.",Protests
"On Jan 25, a newspaper editor on Indonesia's Sumatra island was shot dead by unidentified armed men in Bandar Lampung, Lampung province. Reason for attack is unknown.",Violence against civilians
"On Jan 23, thousands of protestors gathered in front of the Corruption Eradication Commission (KPK) Building in Kuningan, South Jakarta. Reason for protest was not mentioned.",Protests
"On Jan 22, members of the Civil Society Coalition for police reform staged a protest in front of the Presidential Palace in Central Jakarta demanding President Widodo cancel the plan to install Comr. Gen. Budi Gunawan as new National Police chief.",Protests
